Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
The Matrix,1999,Carrie-Anne Moss,"Mar 31, 1999",65000000,173993387,465974198.0
The Matrix,1999,Hugo Weaving,"Mar 31, 1999",65000000,173993387,465974198.0
True Grit,2010,Jeff Bridges,"Dec 22, 2010",35000000,171243005,252276928.0
True Grit,2010,Matt Damon,"Dec 22, 2010",35000000,171243005,252276928.0
True Grit,2010,Hailee Steinfeld,"Dec 22, 2010",35000000,171243005,252276928.0
True Grit,2010,Josh Brolin,"Dec 22, 2010",35000000,171243005,252276928.0
Tarzan,1999,Tony Goldwyn,"Jun 16, 1999",145000000,171091819,448191819.0
Tarzan,1999,Minnie Driver,"Jun 16, 1999",145000000,171091819,448191819.0
Tarzan,1999,Brian Blessed,"Jun 16, 1999",145000000,171091819,448191819.0
Tarzan,1999,Glenn Close,"Jun 16, 1999",145000000,171091819,448191819.0
A Beautiful Mind,2001,Russell Crowe,"Dec 21, 2001",78000000,170708996,317668058.0
A Beautiful Mind,2001,Ed Harris,"Dec 21, 2001",78000000,170708996,317668058.0
A Beautiful Mind,2001,Jennifer Connelly,"Dec 21, 2001",78000000,170708996,317668058.0
A Beautiful Mind,2001,Christopher Plummer,"Dec 21, 2001",78000000,170708996,317668058.0
Chicago,2002,Renée Zellweger,"Dec 27, 2002",30000000,170687518,306770545.0
Chicago,2002,Catherine Zeta-Jones,"Dec 27, 2002",30000000,170687518,306770545.0
Chicago,2002,Richard Gere,"Dec 27, 2002",30000000,170687518,306770545.0
Chicago,2002,Taye Diggs,"Dec 27, 2002",30000000,170687518,306770545.0
The Help,2011,Viola Davis,"Aug 10, 2011",25000000,169705587,213120004.0
The Help,2011,Emma Stone,"Aug 10, 2011",25000000,169705587,213120004.0
The Help,2011,Octavia Spencer,"Aug 10, 2011",25000000,169705587,213120004.0
The Help,2011,Bryce Dallas Howard,"Aug 10, 2011",25000000,169705587,213120004.0
Hotel Transylvania 2,2015,Adam Sandler,"Sep 23, 2015",80000000,169700110,469747882.0
Hotel Transylvania 2,2015,Andy Samberg,"Sep 23, 2015",80000000,169700110,469747882.0
Hotel Transylvania 2,2015,Selena Gomez,"Sep 23, 2015",80000000,169700110,469747882.0
Hotel Transylvania 2,2015,Kevin James,"Sep 23, 2015",80000000,169700110,469747882.0
Hidden Figures,2016,Taraji P. Henson,"Dec 25, 2016",25000000,169607287,230677636.0
Hidden Figures,2016,Octavia Spencer,"Dec 25, 2016",25000000,169607287,230677636.0
Hidden Figures,2016,Janelle Monáe,"Dec 25, 2016",25000000,169607287,230677636.0
Hidden Figures,2016,Kevin Costner,"Dec 25, 2016",25000000,169607287,230677636.0
Bridesmaids,2011,Kristen Wiig,"May 13, 2011",32500000,169211718,289632023.0
Bridesmaids,2011,Maya Rudolph,"May 13, 2011",32500000,169211718,289632023.0
Bridesmaids,2011,Rose Byrne,"May 13, 2011",32500000,169211718,289632023.0
Bridesmaids,2011,Terry Crews,"May 13, 2011",32500000,169211718,289632023.0
Quantum of Solace,2008,Daniel Craig,"Nov 14, 2008",230000000,169368427,591692078.0
Quantum of Solace,2008,Olga Kurylenko,"Nov 14, 2008",230000000,169368427,591692078.0
Quantum of Solace,2008,Mathieu Amalric,"Nov 14, 2008",230000000,169368427,591692078.0
Quantum of Solace,2008,Judi Dench,"Nov 14, 2008",230000000,169368427,591692078.0
Wild Hogs,2007,Tim Allen,"Mar 2, 2007",60000000,168213584,253555383.0
Wild Hogs,2007,Martin Lawrence,"Mar 2, 2007",60000000,168213584,253555383.0
Wild Hogs,2007,John Travolta,"Mar 2, 2007",60000000,168213584,253555383.0
Wild Hogs,2007,William H. Macy,"Mar 2, 2007",60000000,168213584,253555383.0
Kong: Skull Island,2017,Tom Hiddleston,"Feb 23, 2017",185000000,168052812,561072059.0
Kong: Skull Island,2017,Samuel L. Jackson,"Feb 23, 2017",185000000,168052812,561072059.0
Kong: Skull Island,2017,Brie Larson,"Feb 23, 2017",185000000,168052812,561072059.0
Kong: Skull Island,2017,John C. Reilly,"Feb 23, 2017",185000000,168052812,561072059.0
3 Men and a Baby,1987,Tom Selleck,"Nov 25, 1987",15000000,167780960,167780960.0
3 Men and a Baby,1987,Steve Guttenberg,"Nov 25, 1987",15000000,167780960,167780960.0
3 Men and a Baby,1987,Ted Danson,"Nov 25, 1987",15000000,167780960,167780960.0
3 Men and a Baby,1987,Nancy Travis,"Nov 25, 1987",15000000,167780960,167780960.0
Gone Girl,2014,Ben Affleck,"Oct 3, 2014",61000000,167767189,367160781.0
Gone Girl,2014,Rosamund Pike,"Oct 3, 2014",61000000,167767189,367160781.0
Gone Girl,2014,Neil Patrick Harris,"Oct 3, 2014",61000000,167767189,367160781.0
Gone Girl,2014,Tyler Perry,"Oct 3, 2014",61000000,167767189,367160781.0
Hotel Transylvania 3: Summer Vacation,2018,Adam Sandler,"Jun 22, 2018",65000000,167500092,527706567.0
Hotel Transylvania 3: Summer Vacation,2018,Andy Samberg,"Jun 22, 2018",65000000,167500092,527706567.0
Hotel Transylvania 3: Summer Vacation,2018,Selena Gomez,"Jun 22, 2018",65000000,167500092,527706567.0
Hotel Transylvania 3: Summer Vacation,2018,Kevin James,"Jun 22, 2018",65000000,167500092,527706567.0
Casino Royale,2006,Daniel Craig,"Nov 17, 2006",102000000,167365000,594420283.0
Casino Royale,2006,Eva Green,"Nov 17, 2006",102000000,167365000,594420283.0
Casino Royale,2006,Judi Dench,"Nov 17, 2006",102000000,167365000,594420283.0
Casino Royale,2006,Jeffrey Wright,"Nov 17, 2006",102000000,167365000,594420283.0
Meet the Parents,2000,Ben Stiller,"Oct 6, 2000",55000000,166225040,330425040.0
Meet the Parents,2000,Robert De Niro,"Oct 6, 2000",55000000,166225040,330425040.0
Meet the Parents,2000,Teri Polo,"Oct 6, 2000",55000000,166225040,330425040.0
Meet the Parents,2000,Blythe Danner,"Oct 6, 2000",55000000,166225040,330425040.0
Fifty Shades of Grey,2015,Dakota Johnson,"Feb 11, 2015",40000000,166167230,570794950.0
Fifty Shades of Grey,2015,Jamie Dornan,"Feb 11, 2015",40000000,166167230,570794950.0
Fifty Shades of Grey,2015,Jennifer Ehle,"Feb 11, 2015",40000000,166167230,570794950.0
Fifty Shades of Grey,2015,Eloise Mumford,"Feb 11, 2015",40000000,166167230,570794950.0
2012,2009,John Cusack,"Nov 12, 2009",200000000,166112167,757677748.0
2012,2009,Thandiwe Newton,"Nov 12, 2009",200000000,166112167,757677748.0
2012,2009,Chiwetel Ejiofor,"Nov 12, 2009",200000000,166112167,757677748.0
2012,2009,Amanda Peet,"Nov 12, 2009",200000000,166112167,757677748.0
Robin Hood: Prince of Thieves,1991,Kevin Costner,"Jun 14, 1991",50000000,165493908,390500000.0
Robin Hood: Prince of Thieves,1991,Morgan Freeman,"Jun 14, 1991",50000000,165493908,390500000.0
Robin Hood: Prince of Thieves,1991,Mary Elizabeth Mastrantonio,"Jun 14, 1991",50000000,165493908,390500000.0
Robin Hood: Prince of Thieves,1991,Christian Slater,"Jun 14, 1991",50000000,165493908,390500000.0
Knives Out,2019,Daniel Craig,"Nov 27, 2019",40000000,165364060,312898746.0
Knives Out,2019,Chris Evans,"Nov 27, 2019",40000000,165364060,312898746.0
Knives Out,2019,Ana de Armas,"Nov 27, 2019",40000000,165364060,312898746.0
Knives Out,2019,Jamie Lee Curtis,"Nov 27, 2019",40000000,165364060,312898746.0
Kung Fu Panda 2,2011,Jack Black,"May 26, 2011",150000000,165249063,664837547.0
Kung Fu Panda 2,2011,Angelina Jolie,"May 26, 2011",150000000,165249063,664837547.0
Kung Fu Panda 2,2011,Jackie Chan,"May 26, 2011",150000000,165249063,664837547.0
Kung Fu Panda 2,2011,Dustin Hoffman,"May 26, 2011",150000000,165249063,664837547.0
Hannibal,2001,Anthony Hopkins,"Feb 9, 2001",87000000,165092266,350100280.0
Hannibal,2001,Julianne Moore,"Feb 9, 2001",87000000,165092266,350100280.0
Hannibal,2001,Gary Oldman,"Feb 9, 2001",87000000,165092266,350100280.0
Hannibal,2001,Ray Liotta,"Feb 9, 2001",87000000,165092266,350100280.0
Eternals,2021,Gemma Chan,"Nov 3, 2021",200000000,164870264,401731759.0
Eternals,2021,Richard Madden,"Nov 3, 2021",200000000,164870264,401731759.0
Eternals,2021,Angelina Jolie,"Nov 3, 2021",200000000,164870264,401731759.0
Eternals,2021,Salma Hayek,"Nov 3, 2021",200000000,164870264,401731759.0
The Proposal,2009,Sandra Bullock,"Jun 19, 2009",40000000,163958031,314709717.0
The Proposal,2009,Ryan Reynolds,"Jun 19, 2009",40000000,163958031,314709717.0
The Proposal,2009,Mary Steenburgen,"Jun 19, 2009",40000000,163958031,314709717.0
The Proposal,2009,Craig T. Nelson,"Jun 19, 2009",40000000,163958031,314709717.0
The Pursuit of Happyness,2006,Will Smith,"Dec 15, 2006",55000000,162586036,307311093.0
The Pursuit of Happyness,2006,Thandiwe Newton,"Dec 15, 2006",55000000,162586036,307311093.0
The Pursuit of Happyness,2006,Jaden Smith,"Dec 15, 2006",55000000,162586036,307311093.0
The Pursuit of Happyness,2006,Brian Howe,"Dec 15, 2006",55000000,162586036,307311093.0
Big Daddy,1999,Adam Sandler,"Jun 25, 1999",30000000,163479795,228641283.0
Big Daddy,1999,Joey Lauren Adams,"Jun 25, 1999",30000000,163479795,228641283.0
Big Daddy,1999,Jon Stewart,"Jun 25, 1999",30000000,163479795,228641283.0
Big Daddy,1999,Cole Sprouse,"Jun 25, 1999",30000000,163479795,228641283.0
Clash of the Titans,2010,Sam Worthington,"Apr 1, 2010",125000000,163214888,493214888.0
Clash of the Titans,2010,Liam Neeson,"Apr 1, 2010",125000000,163214888,493214888.0
Clash of the Titans,2010,Ralph Fiennes,"Apr 1, 2010",125000000,163214888,493214888.0
Clash of the Titans,2010,Jason Flemyng,"Apr 1, 2010",125000000,163214888,493214888.0
The Sound of Music,1965,Julie Andrews,"Jan 1, 1965",8200000,163214286,286214195.0
The Sound of Music,1965,Christopher Plummer,"Jan 1, 1965",8200000,163214286,286214195.0
The Sound of Music,1965,Eleanor Parker,"Jan 1, 1965",8200000,163214286,286214195.0
The Sound of Music,1965,Richard Haydn,"Jan 1, 1965",8200000,163214286,286214195.0
The SpongeBob Movie: Sponge Out of Water,2015,Tom Kenny,"Jan 28, 2015",74000000,162994032,311013181.0
The SpongeBob Movie: Sponge Out of Water,2015,Antonio Banderas,"Jan 28, 2015",74000000,162994032,311013181.0
The SpongeBob Movie: Sponge Out of Water,2015,Bill Fagerbakke,"Jan 28, 2015",74000000,162994032,311013181.0
The SpongeBob Movie: Sponge Out of Water,2015,Clancy Brown,"Jan 28, 2015",74000000,162994032,311013181.0
Batman Returns,1992,Michael Keaton,"Jun 18, 1992",80000000,162833635,266824291.0
Batman Returns,1992,Danny DeVito,"Jun 18, 1992",80000000,162833635,266824291.0
Batman Returns,1992,Michelle Pfeiffer,"Jun 18, 1992",80000000,162833635,266824291.0
Batman Returns,1992,Christopher Walken,"Jun 18, 1992",80000000,162833635,266824291.0
Django Unchained,2012,Jamie Foxx,"Dec 25, 2012",100000000,162805434,449841566.0
Django Unchained,2012,Christoph Waltz,"Dec 25, 2012",100000000,162805434,449841566.0
Django Unchained,2012,Leonardo DiCaprio,"Dec 25, 2012",100000000,162805434,449841566.0
Django Unchained,2012,Kerry Washington,"Dec 25, 2012",100000000,162805434,449841566.0
Sing 2,2021,Matthew McConaughey,"Dec 1, 2021",85000000,162790990,404719148.0
Sing 2,2021,Reese Witherspoon,"Dec 1, 2021",85000000,162790990,404719148.0
Sing 2,2021,Scarlett Johansson,"Dec 1, 2021",85000000,162790990,404719148.0
Sing 2,2021,Tori Kelly,"Dec 1, 2021",85000000,162790990,404719148.0
Jason Bourne,2016,Matt Damon,"Jul 20, 2016",120000000,162192920,416168316.0
Jason Bourne,2016,Tommy Lee Jones,"Jul 20, 2016",120000000,162192920,416168316.0
Jason Bourne,2016,Alicia Vikander,"Jul 20, 2016",120000000,162192920,416168316.0
Jason Bourne,2016,Vincent Cassel,"Jul 20, 2016",120000000,162192920,416168316.0
Grown Ups,2010,Adam Sandler,"Jun 25, 2010",75000000,162001186,272222420.0
Grown Ups,2010,Salma Hayek,"Jun 25, 2010",75000000,162001186,272222420.0
Grown Ups,2010,Kevin James,"Jun 25, 2010",75000000,162001186,272222420.0
Grown Ups,2010,Chris Rock,"Jun 25, 2010",75000000,162001186,272222420.0
The Waterboy,1998,Adam Sandler,"Nov 6, 1998",23000000,161491646,190191646.0
The Waterboy,1998,Kathy Bates,"Nov 6, 1998",23000000,161491646,190191646.0
The Waterboy,1998,Henry Winkler,"Nov 6, 1998",23000000,161491646,190191646.0
The Waterboy,1998,Fairuza Balk,"Nov 6, 1998",23000000,161491646,190191646.0
Ice Age: Continental Drift,2012,Ray Romano,"Jun 27, 2012",95000000,161321843,879765137.0
Ice Age: Continental Drift,2012,Denis Leary,"Jun 27, 2012",95000000,161321843,879765137.0
Ice Age: Continental Drift,2012,John Leguizamo,"Jun 27, 2012",95000000,161321843,879765137.0
Ice Age: Continental Drift,2012,Aziz Ansari,"Jun 27, 2012",95000000,161321843,879765137.0
Straight Outta Compton,2015,O'Shea Jackson Jr.,"Aug 14, 2015",28000000,161197785,202182981.0
Straight Outta Compton,2015,Corey Hawkins,"Aug 14, 2015",28000000,161197785,202182981.0
Straight Outta Compton,2015,Jason Mitchell,"Aug 14, 2015",28000000,161197785,202182981.0
Straight Outta Compton,2015,Neil Brown Jr.,"Aug 14, 2015",28000000,161197785,202182981.0
Die Another Day,2002,Pierce Brosnan,"Nov 22, 2002",142000000,160942139,431942139.0
Die Another Day,2002,Halle Berry,"Nov 22, 2002",142000000,160942139,431942139.0
Die Another Day,2002,Rosamund Pike,"Nov 22, 2002",142000000,160942139,431942139.0
Die Another Day,2002,Toby Stephens,"Nov 22, 2002",142000000,160942139,431942139.0
No Time to Die,2021,Daniel Craig,"Sep 29, 2021",250000000,160891007,759959662.0
No Time to Die,2021,Ana de Armas,"Sep 29, 2021",250000000,160891007,759959662.0
No Time to Die,2021,Rami Malek,"Sep 29, 2021",250000000,160891007,759959662.0
No Time to Die,2021,Léa Seydoux,"Sep 29, 2021",250000000,160891007,759959662.0
Shark Tale,2004,Will Smith,"Sep 20, 2004",75000000,161412000,371741123.0
Shark Tale,2004,Robert De Niro,"Sep 20, 2004",75000000,161412000,371741123.0
Shark Tale,2004,Renée Zellweger,"Sep 20, 2004",75000000,161412000,371741123.0
Shark Tale,2004,Angelina Jolie,"Sep 20, 2004",75000000,161412000,371741123.0
How to Train Your Dragon: The Hidden World,2019,Jay Baruchel,"Jan 3, 2019",129000000,160799505,521533238.0
How to Train Your Dragon: The Hidden World,2019,America Ferrera,"Jan 3, 2019",129000000,160799505,521533238.0
How to Train Your Dragon: The Hidden World,2019,F. Murray Abraham,"Jan 3, 2019",129000000,160799505,521533238.0
How to Train Your Dragon: The Hidden World,2019,Cate Blanchett,"Jan 3, 2019",129000000,160799505,521533238.0
The Sting,1973,Paul Newman,"Dec 25, 1973",5500000,159616327,159616327.0
The Sting,1973,Robert Redford,"Dec 25, 1973",5500000,159616327,159616327.0
The Sting,1973,Robert Shaw,"Dec 25, 1973",5500000,159616327,159616327.0
The Sting,1973,Charles Durning,"Dec 25, 1973",5500000,159616327,159616327.0
The Heat,2013,Sandra Bullock,"Jun 28, 2013",43000000,159581587,229727774.0
The Heat,2013,Michael McDonald,"Jun 28, 2013",43000000,159581587,229727774.0
The Heat,2013,Melissa McCarthy,"Jun 28, 2013",43000000,159581587,229727774.0
The Heat,2013,Demián Bichir,"Jun 28, 2013",43000000,159581587,229727774.0
Fantastic Beasts: The Crimes of Grindelwald,2018,Eddie Redmayne,"Nov 14, 2018",200000000,159555901,648455339.0
Fantastic Beasts: The Crimes of Grindelwald,2018,Katherine Waterston,"Nov 14, 2018",200000000,159555901,648455339.0
Fantastic Beasts: The Crimes of Grindelwald,2018,Dan Fogler,"Nov 14, 2018",200000000,159555901,648455339.0
Fantastic Beasts: The Crimes of Grindelwald,2018,Johnny Depp,"Nov 14, 2018",200000000,159555901,648455339.0
Halloween,2018,Jamie Lee Curtis,"Oct 17, 2018",10000000,159366015,255416089.0
Halloween,2018,Judy Greer,"Oct 17, 2018",10000000,159366015,255416089.0
Halloween,2018,Andi Matichak,"Oct 17, 2018",10000000,159366015,255416089.0
Halloween,2018,James Jude Courtney,"Oct 17, 2018",10000000,159366015,255416089.0
1917,2019,Dean-Charles Chapman,"Dec 25, 2019",100000000,159227644,389140440.0
1917,2019,George MacKay,"Dec 25, 2019",100000000,159227644,389140440.0
1917,2019,Daniel Mays,"Dec 25, 2019",100000000,159227644,389140440.0
1917,2019,Colin Firth,"Dec 25, 2019",100000000,159227644,389140440.0
The Secret Life of Pets 2,2019,Patton Oswalt,"May 24, 2019",80000000,158874395,446109115.0
The Secret Life of Pets 2,2019,Kevin Hart,"May 24, 2019",80000000,158874395,446109115.0
The Secret Life of Pets 2,2019,Harrison Ford,"May 24, 2019",80000000,158874395,446109115.0
The Secret Life of Pets 2,2019,Eric Stonestreet,"May 24, 2019",80000000,158874395,446109115.0
Star Trek Beyond,2016,Chris Pine,"Jul 21, 2016",185000000,158848340,335673708.0
Star Trek Beyond,2016,Zachary Quinto,"Jul 21, 2016",185000000,158848340,335673708.0
Star Trek Beyond,2016,Karl Urban,"Jul 21, 2016",185000000,158848340,335673708.0
Star Trek Beyond,2016,Zoe Saldana,"Jul 21, 2016",185000000,158848340,335673708.0
The Firm,1993,Tom Cruise,"Jun 30, 1993",42000000,158340892,270340892.0
The Firm,1993,Jeanne Tripplehorn,"Jun 30, 1993",42000000,158340892,270340892.0
The Firm,1993,Gene Hackman,"Jun 30, 1993",42000000,158340892,270340892.0
The Firm,1993,Hal Holbrook,"Jun 30, 1993",42000000,158340892,270340892.0
The Longest Yard,2005,Adam Sandler,"May 27, 2005",82000000,158119460,191558505.0
The Longest Yard,2005,Burt Reynolds,"May 27, 2005",82000000,158119460,191558505.0
The Longest Yard,2005,Chris Rock,"May 27, 2005",82000000,158119460,191558505.0
The Longest Yard,2005,Nelly,"May 27, 2005",82000000,158119460,191558505.0
X-Men,2000,Patrick Stewart,"Jul 14, 2000",75000000,157299717,296872367.0
X-Men,2000,Hugh Jackman,"Jul 14, 2000",75000000,157299717,296872367.0
X-Men,2000,Ian McKellen,"Jul 14, 2000",75000000,157299717,296872367.0
X-Men,2000,Famke Janssen,"Jul 14, 2000",75000000,157299717,296872367.0
Scary Movie,2000,Anna Faris,"Jul 7, 2000",19000000,157019771,277200000.0
Scary Movie,2000,Jon Abrahams,"Jul 7, 2000",19000000,157019771,277200000.0
Scary Movie,2000,Marlon Wayans,"Jul 7, 2000",19000000,157019771,277200000.0
Scary Movie,2000,Carmen Electra,"Jul 7, 2000",19000000,157019771,277200000.0
Fatal Attraction,1987,Michael Douglas,"Sep 18, 1987",14000000,156645693,320099997.0
Fatal Attraction,1987,Glenn Close,"Sep 18, 1987",14000000,156645693,320099997.0
Fatal Attraction,1987,Anne Archer,"Sep 18, 1987",14000000,156645693,320099997.0
Fatal Attraction,1987,Ellen Latzen,"Sep 18, 1987",14000000,156645693,320099997.0
What Lies Beneath,2000,Harrison Ford,"Jul 21, 2000",90000000,155464351,288693989.0
What Lies Beneath,2000,Michelle Pfeiffer,"Jul 21, 2000",90000000,155464351,288693989.0
What Lies Beneath,2000,Katharine Towne,"Jul 21, 2000",90000000,155464351,288693989.0
What Lies Beneath,2000,Miranda Otto,"Jul 21, 2000",90000000,155464351,288693989.0
X-Men: Apocalypse,2016,James McAvoy,"May 18, 2016",178000000,155442489,542537546.0
X-Men: Apocalypse,2016,Michael Fassbender,"May 18, 2016",178000000,155442489,542537546.0
X-Men: Apocalypse,2016,Jennifer Lawrence,"May 18, 2016",178000000,155442489,542537546.0
X-Men: Apocalypse,2016,Nicholas Hoult,"May 18, 2016",178000000,155442489,542537546.0
Snow White and the Huntsman,2012,Kristen Stewart,"May 30, 2012",170000000,155136755,401021746.0
Snow White and the Huntsman,2012,Chris Hemsworth,"May 30, 2012",170000000,155136755,401021746.0
Snow White and the Huntsman,2012,Charlize Theron,"May 30, 2012",170000000,155136755,401021746.0
Snow White and the Huntsman,2012,Sam Claflin,"May 30, 2012",170000000,155136755,401021746.0
The Mummy,1999,Brendan Fraser,"May 7, 1999",80000000,155385488,416385488.0
The Mummy,1999,Rachel Weisz,"May 7, 1999",80000000,155385488,416385488.0
The Mummy,1999,John Hannah,"May 7, 1999",80000000,155385488,416385488.0
The Mummy,1999,Arnold Vosloo,"May 7, 1999",80000000,155385488,416385488.0
San Andreas,2015,Dwayne Johnson,"May 27, 2015",110000000,155190832,456258539.0
San Andreas,2015,Carla Gugino,"May 27, 2015",110000000,155190832,456258539.0
San Andreas,2015,Alexandra Daddario,"May 27, 2015",110000000,155190832,456258539.0
San Andreas,2015,Colton Haynes,"May 27, 2015",110000000,155190832,456258539.0
Fast & Furious,2009,Vin Diesel,"Apr 2, 2009",85000000,155064265,359347833.0
Fast & Furious,2009,Paul Walker,"Apr 2, 2009",85000000,155064265,359347833.0
Fast & Furious,2009,Michelle Rodriguez,"Apr 2, 2009",85000000,155064265,359347833.0
Fast & Furious,2009,Jordana Brewster,"Apr 2, 2009",85000000,155064265,359347833.0
Over the Hedge,2006,Bruce Willis,"May 19, 2006",80000000,155019340,343397247.0
Over the Hedge,2006,Garry Shandling,"May 19, 2006",80000000,155019340,343397247.0
Over the Hedge,2006,Steve Carell,"May 19, 2006",80000000,155019340,343397247.0
Over the Hedge,2006,Wanda Sykes,"May 19, 2006",80000000,155019340,343397247.0
